343 98 8 329 120 8 0
341 93 15 324 125 15 1
342 82 25 324 125 18 2
319 97 33 313 136 20 3
311 103 35 306 143 26 4
312 97 40 302 147 30 5
302 99 48 293 156 41 6
287 102 60 283 166 44 7
287 94 68 278 171 54 8
277 98 74 272 177 60 9
267 102 80 265 184 64 10
266 94 89 265 184 69 11
263 97 89 267 182 73 12
258 99 92 260 189 81 13
259 91 99 261 188 88 14
242 106 101 261 188 92 15
243 101 105 260 189 99 16
240 100 109 254 195 105 17
225 115 109 252 197 110 18
230 112 107 248 201 119 19
232 102 115 245 204 129 20
225 102 122 242 207 133 21
226 104 119 242 207 136 22
223 103 123 240 209 141 23
218 105 126 239 210 150 24
212 112 125 241 208 154 25
217 102 130 233 216 160 26
214 105 130 231 218 167 27
209 109 131 230 219 176 28
206 109 134 229 220 182 29
198 118 133 221 228 185 30
194 116 139 223 226 194 31
195 114 140 224 225 199 32
183 116 150 227 222 205 33
184 113 152 220 229 215 34
189 106 154 214 235 224 35
179 113 157 221 228 227 36
172 117 160 220 229 229 37
172 115 162 218 231 237 38
175 110 164 220 229 240 39
174 106 169 221 228 246 40
167 115 167 216 233 250 41
166 113 170 220 229 253 42
166 114 169 216 233 258 43
168 117 164 210 239 265 44
170 112 167 214 235 270 45
183 107 159 218 231 275 46
177 119 153 223 226 278 47
174 120 155 225 224 280 48
174 118 157 228 221 287 49
175 115 159 228 221 291 50
177 112 160 234 215 299 51
175 119 155 230 219 302 52
170 124 155 226 223 306 53
178 108 163 224 225 313 54
175 109 165 221 228 321 55
177 106 166 222 227 325 56
175 106 168 222 227 332 57
180 101 168 221 228 339 58
182 101 166 230 219 346 59
180 110 159 224 225 353 60
177 109 163 228 221 359 61
177 109 163 221 228 366 62
175 110 164 221 228 373 63
176 106 167 222 227 379 64
180 102 167 216 233 386 65
184 98 167 216 233 392 66
180 105 164 218 231 397 67
182 103 164 216 233 404 68
182 100 167 215 234 408 69
179 94 176 220 229 413 70
181 92 176 228 221 420 71
173 98 178 232 217 427 72
174 96 179 235 214 431 73
178 95 176 238 211 433 74
181 97 171 241 208 436 75
182 95 172 237 212 442 76
181 93 175 237 212 445 77
179 97 173 241 208 450 78
177 97 175 240 209 451 79
186 96 167 238 211 454 80
182 93 174 238 211 459 81
181 98 170 233 216 469 82
178 99 172 231 218 476 83
181 93 175 240 209 480 84
181 94 174 242 207 488 85
188 97 164 239 210 493 86
197 97 155 239 210 495 87
185 104 160 237 212 498 88
186 99 164 233 216 502 89
189 100 160 233 216 505 90
196 91 162 234 215 515 91
200 89 160 235 214 521 92
202 98 149 235 214 527 93
194 99 156 239 210 532 94
198 95 156 232 217 538 95
188 97 164 235 214 542 96
180 101 168 242 207 548 97
182 99 168 234 215 554 98
184 96 169 233 216 560 99
181 100 168 238 211 565 100
184 97 168 239 210 572 101
186 99 164 238 211 581 102
180 109 160 238 211 590 103
181 111 157 235 214 597 104
186 107 156 226 223 604 105
188 102 159 232 217 612 106
191 101 157 227 222 618 107
184 110 155 224 225 620 108
187 101 161 221 228 627 109
187 105 157 221 228 633 110
184 107 158 220 229 641 111
186 99 164 216 233 648 112
188 96 165 218 231 656 113
184 100 165 217 232 663 114
188 97 164 217 232 669 115
181 94 174 220 229 675 116
175 104 170 213 236 679 117
174 103 172 211 238 686 118
168 107 174 209 240 692 119
168 104 177 208 241 695 120
167 101 181 216 233 699 121
173 96 180 212 237 704 122
175 107 167 213 236 709 123
187 101 161 213 236 714 124
180 113 156 209 240 717 125
185 104 160 212 237 724 126
186 109 154 218 231 728 127
183 111 155 217 232 739 128
187 106 156 211 238 744 129
185 110 154 207 242 749 130
183 115 151 201 248 756 131
179 116 154 197 252 759 132
183 115 151 199 250 763 133
175 126 148 195 254 767 134
173 126 150 193 256 771 135
180 110 159 198 251 782 136
175 116 158 204 245 786 137
178 116 155 201 248 792 138
