294 150 5 244 206 3 0
285 144 20 236 214 13 1
293 123 33 235 215 17 2
267 142 40 227 223 22 3
255 145 49 227 223 26 4
248 134 67 220 230 31 5
239 136 74 211 239 34 6
230 140 79 215 235 39 7
224 131 94 213 237 44 8
231 116 102 210 240 54 9
217 123 109 207 243 58 10
203 128 118 199 251 63 11
192 138 119 194 256 69 12
195 130 124 191 259 73 13
191 129 129 193 257 77 14
182 130 137 200 250 85 15
173 139 137 194 256 91 16
181 127 141 192 258 97 17
170 132 147 194 256 99 18
182 124 143 194 256 105 19
190 118 141 196 254 110 20
184 119 146 195 255 116 21
181 128 140 194 256 123 22
177 128 144 199 251 129 23
176 123 150 200 250 133 24
173 120 156 200 250 136 25
177 120 152 195 255 147 26
178 118 153 193 257 152 27
171 117 161 190 260 154 28
169 116 164 191 259 158 29
174 107 168 198 252 161 30
177 102 170 214 236 168 31
175 108 166 215 235 173 32
170 117 162 215 235 178 33
167 114 168 207 243 183 34
167 115 167 203 247 186 35
171 122 156 193 257 192 36
173 119 157 195 255 196 37
176 119 154 185 265 199 38
166 118 165 187 263 204 39
169 117 163 183 267 207 40
160 125 164 181 269 210 41
157 121 171 177 273 211 42
168 114 167 180 270 216 43
167 118 164 180 270 222 44
165 123 161 181 269 226 45
166 119 164 179 271 231 46
172 121 156 181 269 236 47
162 130 157 189 261 240 48
164 129 156 194 256 245 49
166 126 157 196 254 248 50
171 117 161 198 252 253 51
181 111 157 197 253 262 52
174 115 160 197 253 267 53
177 110 162 200 250 273 54
164 121 164 205 245 276 55
162 120 167 204 246 280 56
162 121 166 208 242 288 57
165 115 169 213 237 292 58
166 112 171 213 237 294 59
167 106 176 213 237 298 60
166 105 178 211 239 303 61
178 106 165 218 232 307 62
180 105 164 220 230 308 63
180 106 163 217 233 311 64
179 100 170 219 231 319 65
184 104 161 221 229 325 66
178 110 161 220 230 327 67
180 105 164 217 233 329 68
170 117 162 216 234 333 69
171 118 160 221 229 334 70
167 115 167 218 232 337 71
166 114 169 215 235 340 72
171 104 174 216 234 347 73
161 114 174 222 228 351 74
164 111 174 222 228 355 75
163 107 179 224 226 359 76
173 98 178 220 230 365 77
184 97 168 216 234 369 78
174 111 164 207 243 371 79
177 110 162 205 245 374 80
176 113 160 209 241 381 81
161 121 167 207 243 387 82
158 111 180 204 246 392 83
163 105 181 203 247 397 84
163 107 179 201 249 402 85
161 116 172 197 253 408 86
161 117 171 197 253 413 87
161 122 166 197 253 417 88
159 122 168 196 254 421 89
164 123 162 194 256 424 90
170 122 157 192 258 430 91
171 122 156 195 255 435 92
164 125 160 202 248 438 93
156 117 176 194 256 441 94
151 121 177 195 255 444 95
144 125 180 192 258 450 96
144 124 181 192 258 452 97
147 117 185 191 259 460 98
150 112 187 196 254 467 99
152 109 188 196 254 469 100
146 115 188 198 252 474 101
152 107 190 201 249 481 102
156 108 185 193 257 486 103
159 107 183 199 251 489 104
154 110 185 200 250 493 105
155 115 179 201 249 497 106
155 118 176 198 252 501 107
163 111 175 200 250 508 108
167 107 175 201 249 510 109
166 109 174 205 245 514 110
158 115 176 207 243 517 111
161 114 174 205 245 522 112
160 108 181 210 240 527 113
161 109 179 210 240 531 114
173 105 171 209 241 538 115
181 97 171 204 246 543 116
177 103 169 210 240 548 117
186 95 168 216 234 551 118
187 90 172 217 233 555 119
177 94 178 221 229 557 120
179 95 175 216 234 561 121
191 96 162 216 234 568 122
190 106 153 222 228 577 123
188 105 156 224 226 581 124
182 104 163 227 223 585 125
180 104 165 223 227 595 126
183 105 161 221 229 596 127
194 86 169 225 225 599 128
183 96 170 229 221 599 129
190 93 166 235 215 601 130
190 101 158 231 219 605 131
189 103 157 222 228 607 132
190 98 161 228 222 612 133
181 102 166 230 220 617 134
184 100 165 226 224 620 135
187 96 166 231 219 625 136
183 102 164 236 214 629 137
174 111 164 229 221 634 138
171 112 166 226 224 637 139
170 120 159 228 222 641 140
166 124 159 228 222 647 141
172 112 165 224 226 655 142
