206 231 12 95 355 5 0
189 213 47 95 355 22 1
188 182 79 98 352 33 2
153 200 96 97 353 44 3
143 200 106 99 351 56 4
150 186 113 105 345 68 5
142 179 128 108 342 81 6
145 178 126 112 338 94 7
153 162 134 110 340 103 8
157 161 131 114 336 116 9
161 163 125 116 334 130 10
163 172 114 115 335 143 11
171 164 114 120 330 152 12
172 149 128 128 322 163 13
166 160 123 128 322 175 14
173 164 112 128 322 180 15
164 169 116 129 321 189 16
171 165 113 130 320 197 17
183 146 120 133 317 209 18
180 160 109 135 315 219 19
188 159 102 137 313 229 20
170 172 107 140 310 234 21
173 161 115 138 312 249 22
172 161 116 139 311 261 23
172 160 117 138 312 274 24
181 157 111 135 315 286 25
185 163 101 140 310 294 26
168 176 105 142 308 300 27
170 183 96 139 311 312 28
180 165 104 145 305 325 29
159 178 112 156 294 331 30
158 175 116 158 292 341 31
153 169 127 161 289 349 32
167 155 127 159 291 360 33
166 152 131 161 289 368 34
170 149 130 156 294 374 35
180 142 127 146 304 384 36
190 145 114 152 298 393 37
190 160 99 148 302 403 38
191 155 103 149 301 414 39
189 150 110 139 311 423 40
177 156 116 133 317 433 41
182 153 114 132 318 447 42
172 164 113 131 319 457 43
173 157 119 144 306 467 44
179 151 119 141 309 478 45
174 158 117 141 309 494 46
170 170 109 141 309 505 47
173 165 111 138 312 514 48
171 162 116 142 308 531 49
163 158 128 140 310 544 50
174 149 126 141 309 555 51
177 148 124 135 315 565 52
174 167 108 136 314 573 53
173 173 103 140 310 582 54
172 174 103 145 305 596 55
169 185 95 150 300 608 56
181 173 95 146 304 615 57
174 167 108 144 306 625 58
178 167 104 143 307 640 59
177 157 115 151 299 648 60
175 163 111 151 299 663 61
174 161 114 155 295 669 62
179 162 108 154 296 677 63
183 167 99 153 297 687 64
177 167 105 159 291 698 65
172 166 111 157 293 701 66
173 153 123 158 292 717 67
175 162 112 161 289 730 68
188 157 104 158 292 740 69
192 145 112 154 296 760 70
190 146 113 165 285 765 71
186 152 111 161 289 772 72
176 145 128 158 292 778 73
184 153 112 149 301 785 74
193 144 112 150 300 795 75
184 148 117 147 303 804 76
174 151 124 147 303 812 77
175 151 123 148 302 823 78
161 161 127 152 298 825 79
176 146 127 151 299 844 80
198 132 119 155 295 853 81
191 142 116 158 292 862 82
190 140 119 157 293 870 83
177 153 119 164 286 881 84
167 165 117 163 287 889 85
174 159 116 159 291 900 86
177 161 111 158 292 912 87
176 152 121 155 295 921 88
186 142 121 155 295 932 89
188 141 120 157 293 944 90
185 139 125 153 297 952 91
189 143 117 153 297 963 92
193 144 112 157 293 972 93
193 151 105 162 288 974 94
187 159 103 160 290 987 95
193 158 98 160 290 999 96
201 143 105 157 293 1014 97
192 156 101 155 295 1022 98
192 162 95 149 301 1035 99
182 165 102 152 298 1043 100
177 162 110 156 294 1057 101
192 154 103 158 292 1066 102
189 148 112 163 287 1075 103
188 152 109 163 287 1084 104
188 153 108 159 291 1092 105
187 152 110 169 281 1098 106
199 140 110 170 280 1106 107
204 140 105 171 279 1114 108
192 151 106 166 284 1122 109
198 147 104 164 286 1131 110
192 151 106 164 286 1142 111
195 149 105 163 287 1152 112
195 150 104 162 288 1166 113
192 154 103 162 288 1175 114
185 161 103 163 287 1180 115
186 158 105 160 290 1188 116
183 163 103 157 293 1200 117
191 162 96 144 306 1213 118
182 163 104 139 311 1228 119
174 167 108 141 309 1235 120
172 170 107 149 301 1247 121
185 153 111 154 296 1259 122
194 139 116 159 291 1275 123
203 138 108 161 289 1288 124
201 138 110 163 287 1301 125
192 146 111 169 281 1310 126
190 153 106 170 280 1326 127
191 147 111 168 282 1340 128
189 147 113 172 278 1353 129
193 151 105 173 277 1365 130
189 155 105 173 277 1373 131
191 160 98 163 287 1381 132
192 149 108 169 281 1386 133
199 143 107 166 284 1395 134
201 143 105 171 279 1404 135
216 137 96 176 274 1412 136
208 144 97 178 272 1424 137
217 139 93 179 271 1444 138
224 132 93 179 271 1456 139
214 152 83 180 270 1463 140
220 156 73 180 270 1468 141
209 164 76 179 271 1479 142
206 160 83 181 269 1491 143
205 154 90 179 271 1502 144
196 162 91 178 272 1515 145
206 155 88 176 274 1523 146
201 146 102 177 273 1532 147
209 145 95 181 269 1544 148
207 143 99 181 269 1552 149
197 150 102 183 267 1560 150
194 146 109 177 273 1567 151
196 146 107 176 274 1582 152
199 134 116 173 277 1598 153
198 144 107 178 272 1612 154
197 152 100 174 276 1621 155
194 150 105 166 284 1630 156
195 150 104 171 279 1644 157
183 165 101 173 277 1652 158
186 159 104 175 275 1659 159
179 161 109 169 281 1668 160
174 163 112 171 279 1676 161
184 150 115 173 277 1686 162
182 152 115 177 273 1694 163
188 147 114 175 275 1702 164
194 141 114 172 278 1712 165
191 138 120 177 273 1726 166
189 147 113 175 275 1732 167
195 143 111 174 276 1739 168
192 147 110 168 282 1746 169
181 158 110 171 279 1752 170
183 153 113 173 277 1758 171
189 151 109 177 273 1771 172
192 159 98 177 273 1778 173
200 152 97 172 278 1790 174
208 147 94 172 278 1802 175
206 142 101 164 286 1812 176
221 140 88 165 285 1821 177
208 153 88 161 289 1831 178
205 158 86 165 285 1844 179
203 151 95 170 280 1856 180
214 150 85 175 275 1866 181
198 157 94 176 274 1869 182
195 168 86 172 278 1883 183
194 166 89 173 277 1895 184
189 162 98 166 284 1907 185
188 157 104 171 279 1920 186
192 140 117 174 276 1935 187
183 140 126 176 274 1943 188
185 135 129 173 277 1951 189
192 138 119 180 270 1960 190
195 138 116 175 275 1971 191
197 136 116 172 278 1984 192
203 144 102 180 270 1990 193
214 128 107 185 265 2002 194
212 134 103 191 259 2007 195
209 132 108 193 257 2015 196
203 135 111 197 253 2027 197
208 124 117 199 251 2040 198
217 125 107 204 246 2055 199
216 136 97 198 252 2066 200
221 129 99 200 250 2076 201
216 141 92 195 255 2087 202
211 145 93 187 263 2098 203
215 149 85 179 271 2112 204
202 158 89 188 262 2123 205
207 151 91 183 267 2136 206
208 152 89 178 272 2146 207
195 161 93 173 277 2152 208
198 156 95 169 281 2166 209
209 155 85 158 292 2179 210
200 155 94 165 285 2187 211
188 166 95 162 288 2194 212
184 164 101 164 286 2200 213
184 163 102 166 284 2216 214
175 169 105 169 281 2224 215
186 159 104 172 278 2234 216
184 159 106 170 280 2245 217
199 150 100 171 279 2254 218
210 147 92 167 283 2266 219
209 138 102 173 277 2285 220
206 139 104 168 282 2296 221
188 160 101 171 279 2306 222
178 162 109 169 281 2315 223
184 157 108 172 278 2325 224
179 158 112 164 286 2335 225
191 152 106 162 288 2348 226
181 173 95 153 297 2354 227
184 158 107 153 297 2365 228
173 167 109 150 300 2377 229
162 173 114 155 295 2385 230
162 180 107 153 297 2392 231
